,corn,olives,mushrooms,spinach,pineapple,artichoke,chilli,pepper,onion,mozzarella,egg,pepperoni,beef,chicken,bacon,vegan,vegetarian,meaty
887,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True
888,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True
889,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
890,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True
891,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
892,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True
893,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
894,False,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True
895,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True
896,False,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True
897,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True
898,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
899,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
900,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
901,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True
902,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True
903,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True
904,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
905,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True
906,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True
907,False,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True
908,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,True
909,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True
910,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
911,False,True,False,True,False,True,False,False,False,True,True,True,False,True,True,False,False,True
912,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True
913,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,True
914,False,False,False,True,False,True,False,False,False,True,True,False,True,True,True,False,False,True
915,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
916,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True
917,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True
918,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True
919,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
920,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True
921,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True
922,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True
923,False,True,False,False,True,True,False,False,False,True,False,False,True,True,True,False,False,True
924,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True
925,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True
926,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
927,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True
928,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True
929,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
930,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False,True
931,True,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True
932,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True
933,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True
934,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
935,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True
936,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
937,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
938,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True
939,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
940,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,True
941,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
942,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
943,True,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,True
944,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True
945,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True
946,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True
947,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True
948,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True
949,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
950,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
951,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
952,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True
953,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True
954,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True
955,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False
956,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True
957,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True
958,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
959,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True
960,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True
961,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True
962,False,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True
963,False,False,False,True,False,False,False,True,False,True,True,True,True,False,True,False,False,True
964,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True
965,False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,False,False,True
966,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,False,True
967,True,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True
968,False,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True
969,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True
970,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
971,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
972,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True
973,True,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True
974,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True
975,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True
976,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True
977,False,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True
978,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True
979,False,False,False,True,False,True,True,False,False,True,True,True,False,True,True,False,False,True
980,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,True
981,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True
982,True,False,False,False,True,False,False,True,False,True,True,False,True,True,True,False,False,True
983,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True
984,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False
985,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False
986,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True
987,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True
988,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True
989,False,True,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True
990,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True
991,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True
992,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True
993,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
994,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
995,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
996,False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,False,False,True
997,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True
998,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
999,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True
1000,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True
1001,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True
1002,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True
1003,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,False,False,True
1004,True,False,False,False,True,True,False,False,False,True,True,False,True,True,True,False,False,True
1005,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False
1006,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True
1007,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,True
1008,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True
1009,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1010,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True
1011,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
1012,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,True
1013,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False
1014,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,True
1015,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True
1016,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True
1017,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True
1018,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True
1019,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1020,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,True
1021,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
1022,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True
1023,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
1024,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
1025,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True
1026,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True
1027,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1028,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
1029,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1030,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True
1031,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True
1032,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True
1033,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True
1034,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
1035,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True
1036,False,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True
1037,False,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True
1038,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1039,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,True
1040,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1041,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True
1042,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1043,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True
1044,True,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True
1045,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True
1046,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,True
1047,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True
1048,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,True
1049,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True
1050,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True
1051,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True
1052,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True
1053,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True
1054,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True
1055,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
1056,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True
1057,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,True
1058,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
1059,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
1060,False,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True
1061,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True
1062,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True
1063,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True
1064,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True
1065,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True
1066,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True
1067,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True
1068,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True
1069,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
1070,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True
1071,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1072,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1073,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True
1074,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True
1075,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1076,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True
1077,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1078,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True
1079,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True,False,False,True
1080,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
1081,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
1082,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True
1083,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
1084,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
1085,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True
1086,False,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True
1087,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
1088,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True
1089,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True
1090,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,True
1091,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True
1092,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True
1093,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True
1094,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True
1095,True,False,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True
1096,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True
1097,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
1098,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True
1099,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True
1100,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True
1101,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True
1102,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True
1103,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
1104,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True
1105,False,False,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True
1106,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True
1107,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1108,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True
1109,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True
1110,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True
1111,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True
1112,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,False,False,True
1113,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1114,True,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True
1115,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True
1116,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True
1117,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True
1118,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True
1119,True,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,True
1120,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True
1121,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
1122,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True
1123,True,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True
1124,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True
1125,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True
1126,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False
1127,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1128,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False
1129,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True
1130,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,True
1131,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True
1132,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True
1133,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1134,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
1135,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1136,False,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,False,True
1137,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True
1138,True,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True
1139,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1140,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,True
1141,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
1142,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True
1143,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True
1144,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True
1145,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1146,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,False,True
1147,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1148,False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,True
1149,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,True
1150,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True
1151,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True
1152,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True
1153,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True
1154,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True
1155,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True
1156,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
1157,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True
1158,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True
1159,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True
1160,False,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True
1161,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
1162,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True
1163,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
1164,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,True
1165,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
1166,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True
1167,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True
1168,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True
1169,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True
1170,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1171,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
1172,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,False,True
1173,False,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,True
1174,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True
1175,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True
1176,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
1177,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True
1178,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True
1179,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True
1180,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
1181,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True
1182,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True
1183,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
1184,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1185,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True
1186,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
1187,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True
1188,False,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,True
1189,True,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,True
1190,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1191,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True
1192,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
1193,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,True
1194,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True
1195,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True
1196,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
1197,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1198,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True
1199,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True
1200,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True
1201,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True
1202,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1203,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,True
1204,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True
1205,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True
1206,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True
1207,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True
1208,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True
1209,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
1210,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
1211,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True
1212,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True
1213,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True
1214,True,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True
1215,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False
1216,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True
1217,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True
1218,False,False,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True
1219,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True
1220,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
1221,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True
1222,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
1223,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True
1224,False,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,True
1225,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True
1226,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True
1227,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1228,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
1229,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
1230,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
1231,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True
1232,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True
1233,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,False,False,True
1234,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True
1235,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
1236,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True
1237,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True
1238,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True
1239,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,False,True
1240,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True
1241,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
1242,False,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,False,True
1243,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
1244,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,True
1245,False,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,True
