,day,minute,hour,second,type
15342,Tuesday,23,9,24,traffic
15344,Tuesday,23,9,56,traffic
15348,Tuesday,24,9,50,traffic
15349,Tuesday,24,9,54,traffic
15350,Tuesday,25,9,15,traffic
15351,Tuesday,25,9,39,traffic
15353,Tuesday,26,9,26,traffic
15354,Tuesday,26,9,39,traffic
15355,Tuesday,26,9,44,traffic
15357,Tuesday,27,9,18,traffic
15358,Tuesday,27,9,21,traffic
15359,Tuesday,27,9,42,traffic
15360,Tuesday,27,9,45,traffic
15361,Tuesday,27,9,51,traffic
15362,Tuesday,28,9,9,traffic
15363,Tuesday,28,9,22,traffic
15364,Tuesday,28,9,47,traffic
15365,Tuesday,28,9,50,traffic
15366,Tuesday,29,9,5,traffic
15367,Tuesday,29,9,26,traffic
15368,Tuesday,29,9,52,traffic
15369,Tuesday,30,9,17,traffic
15370,Tuesday,30,9,45,traffic
15371,Tuesday,30,9,53,traffic
15372,Tuesday,31,9,10,traffic
15373,Tuesday,31,9,22,traffic
15374,Tuesday,31,9,47,traffic
15375,Tuesday,32,9,4,traffic
15376,Tuesday,32,9,15,traffic
15377,Tuesday,32,9,37,traffic
15378,Tuesday,32,9,58,traffic
15379,Tuesday,33,9,20,traffic
15380,Tuesday,33,9,25,traffic
15381,Tuesday,33,9,41,traffic
15382,Tuesday,34,9,10,traffic
15383,Tuesday,34,9,33,traffic
15384,Tuesday,34,9,51,traffic
15385,Tuesday,35,9,16,traffic
15386,Tuesday,35,9,44,traffic
15387,Tuesday,35,9,45,traffic
15388,Tuesday,36,9,5,traffic
15389,Tuesday,36,9,10,traffic
15390,Tuesday,36,9,32,traffic
15391,Tuesday,36,9,43,traffic
15392,Tuesday,37,9,10,traffic
15393,Tuesday,37,9,25,traffic
15394,Tuesday,37,9,47,traffic
15395,Tuesday,38,9,0,traffic
15396,Tuesday,38,9,12,traffic
15397,Tuesday,38,9,19,traffic
15398,Tuesday,38,9,28,traffic
15399,Tuesday,38,9,31,traffic
15400,Tuesday,38,9,53,traffic
15401,Tuesday,39,9,14,traffic
15402,Tuesday,39,9,20,traffic
15403,Tuesday,39,9,41,traffic
15404,Tuesday,40,9,4,traffic
15405,Tuesday,40,9,28,traffic
15406,Tuesday,40,9,51,traffic
15407,Tuesday,41,9,6,traffic
15408,Tuesday,41,9,11,traffic
15409,Tuesday,41,9,23,traffic
15410,Tuesday,41,9,37,traffic
15411,Tuesday,41,9,41,traffic
15412,Tuesday,42,9,9,traffic
15415,Tuesday,42,9,30,traffic
15416,Tuesday,42,9,58,traffic
15418,Tuesday,43,9,19,traffic
15420,Tuesday,43,9,27,traffic
15421,Tuesday,43,9,37,traffic
15422,Tuesday,43,9,41,traffic
15423,Tuesday,44,9,4,traffic
15424,Tuesday,44,9,11,traffic
15425,Tuesday,44,9,31,traffic
15426,Tuesday,44,9,42,traffic
15427,Tuesday,45,9,10,traffic
15428,Tuesday,45,9,36,traffic
15430,Tuesday,46,9,3,traffic
15431,Tuesday,46,9,14,traffic
15432,Tuesday,46,9,17,traffic
15433,Tuesday,46,9,43,traffic
15434,Tuesday,47,9,12,traffic
15435,Tuesday,47,9,27,traffic
15436,Tuesday,47,9,42,traffic
15437,Tuesday,48,9,9,traffic
15438,Tuesday,48,9,10,traffic
15439,Tuesday,48,9,27,traffic
15441,Tuesday,49,9,4,traffic
15442,Tuesday,49,9,20,traffic
15443,Tuesday,49,9,38,traffic
15444,Tuesday,49,9,55,traffic
15446,Tuesday,50,9,8,traffic
15447,Tuesday,50,9,13,traffic
15448,Tuesday,50,9,32,traffic
15449,Tuesday,50,9,44,traffic
15450,Tuesday,50,9,50,traffic
15451,Tuesday,51,9,12,traffic
15452,Tuesday,51,9,41,traffic
15453,Tuesday,51,9,48,traffic
15455,Tuesday,52,9,25,traffic
15456,Tuesday,52,9,39,traffic
15457,Tuesday,52,9,43,traffic
15458,Tuesday,53,9,5,traffic
15459,Tuesday,53,9,30,traffic
15460,Tuesday,53,9,49,traffic
15461,Tuesday,53,9,59,traffic
15462,Tuesday,54,9,14,traffic
15464,Tuesday,54,9,25,traffic
15465,Tuesday,54,9,37,traffic
15466,Tuesday,54,9,50,traffic
15467,Tuesday,55,9,9,traffic
15468,Tuesday,55,9,17,traffic
15469,Tuesday,55,9,40,traffic
15470,Tuesday,55,9,48,traffic
15471,Tuesday,56,9,6,traffic
15472,Tuesday,56,9,10,traffic
15473,Tuesday,56,9,39,traffic
15474,Tuesday,56,9,52,traffic
15475,Tuesday,57,9,1,traffic
15476,Tuesday,57,9,16,traffic
15477,Tuesday,57,9,22,traffic
15478,Tuesday,57,9,51,traffic
15479,Tuesday,58,9,9,traffic
15480,Tuesday,58,9,23,traffic
15481,Tuesday,58,9,36,traffic
15482,Tuesday,58,9,48,traffic
15483,Tuesday,59,9,13,traffic
15484,Tuesday,59,9,22,traffic
15485,Tuesday,59,9,34,traffic
15486,Tuesday,59,9,36,traffic
15487,Tuesday,59,9,51,traffic
15488,Tuesday,0,10,0,traffic
15489,Tuesday,0,8,23,traffic
15492,Tuesday,0,8,59,traffic
15493,Tuesday,1,8,7,traffic
15494,Tuesday,1,8,20,traffic
15495,Tuesday,1,8,37,traffic
15496,Tuesday,1,8,46,traffic
15498,Tuesday,2,8,6,traffic
15500,Tuesday,2,8,32,traffic
15502,Tuesday,2,8,54,traffic
15503,Tuesday,3,8,17,traffic
15504,Tuesday,3,8,20,traffic
15505,Tuesday,3,8,46,traffic
15506,Tuesday,4,8,10,traffic
15507,Tuesday,4,8,22,traffic
15508,Tuesday,4,8,29,traffic
15509,Tuesday,4,8,32,traffic
15510,Tuesday,4,8,35,traffic
15512,Tuesday,5,8,4,traffic
15513,Tuesday,5,8,10,traffic
15514,Tuesday,5,8,21,traffic
15515,Tuesday,5,8,40,traffic
15516,Tuesday,6,8,9,traffic
15517,Tuesday,6,8,18,traffic
15519,Tuesday,6,8,34,traffic
15520,Tuesday,6,8,44,traffic
15522,Tuesday,7,8,26,traffic
15523,Tuesday,7,8,31,traffic
15524,Tuesday,7,8,47,traffic
15525,Tuesday,7,8,49,traffic
15526,Tuesday,7,8,53,traffic
15527,Tuesday,8,8,8,traffic
15528,Tuesday,8,8,15,traffic
15529,Tuesday,8,8,22,traffic
15530,Tuesday,8,8,41,traffic
15531,Tuesday,8,8,49,traffic
15533,Tuesday,9,8,17,traffic
15534,Tuesday,9,8,38,traffic
15535,Tuesday,10,8,6,traffic
15536,Tuesday,10,8,31,traffic
15537,Tuesday,10,8,52,traffic
15538,Tuesday,11,8,0,traffic
15539,Tuesday,11,8,25,traffic
15540,Tuesday,11,8,34,traffic
15542,Tuesday,11,8,59,traffic
15543,Tuesday,12,8,28,traffic
15545,Tuesday,12,8,57,traffic
15546,Tuesday,13,8,7,traffic
15547,Tuesday,13,8,8,traffic
15549,Tuesday,13,8,55,traffic
15550,Tuesday,14,8,22,traffic
15551,Tuesday,14,8,31,traffic
15552,Tuesday,14,8,44,traffic
15553,Tuesday,15,8,2,traffic
15554,Tuesday,15,8,20,traffic
15555,Tuesday,15,8,37,traffic
15556,Tuesday,16,8,1,traffic
15557,Tuesday,16,8,19,traffic
15559,Tuesday,17,8,7,traffic
15560,Tuesday,17,8,14,traffic
15561,Tuesday,17,8,17,traffic
15562,Tuesday,17,8,22,traffic
15564,Tuesday,17,8,44,traffic
15565,Tuesday,17,8,49,traffic
15566,Tuesday,17,8,53,traffic
15567,Tuesday,18,8,17,traffic
15571,Tuesday,18,8,59,traffic
15572,Tuesday,19,8,10,traffic
15573,Tuesday,19,8,35,traffic
15575,Tuesday,20,8,22,traffic
15576,Tuesday,20,8,31,traffic
15577,Tuesday,20,8,49,traffic
15578,Tuesday,21,8,0,traffic
15579,Tuesday,21,8,15,traffic
15580,Tuesday,21,8,17,traffic
15581,Tuesday,21,8,26,traffic
15582,Tuesday,21,8,55,traffic
15583,Tuesday,22,8,13,traffic
15585,Tuesday,22,8,41,traffic
15589,Tuesday,23,8,26,traffic
15591,Tuesday,23,8,41,traffic
15592,Tuesday,24,8,6,traffic
15593,Tuesday,24,8,23,traffic
15595,Tuesday,25,8,1,traffic
15596,Tuesday,25,8,5,traffic
15597,Tuesday,25,8,9,traffic
15598,Tuesday,25,8,33,traffic
15599,Tuesday,25,8,54,traffic
15601,Tuesday,26,8,3,traffic
15602,Tuesday,26,8,5,traffic
15604,Tuesday,26,8,18,traffic
15605,Tuesday,26,8,39,traffic
15606,Tuesday,26,8,46,traffic
15607,Tuesday,26,8,59,traffic
15608,Tuesday,27,8,2,traffic
15610,Tuesday,27,8,42,traffic
15611,Tuesday,28,8,11,traffic
15612,Tuesday,28,8,27,traffic
15613,Tuesday,28,8,52,traffic
15614,Tuesday,28,8,59,traffic
15615,Tuesday,29,8,15,traffic
15616,Tuesday,29,8,17,traffic
15617,Tuesday,29,8,25,traffic
15618,Tuesday,29,8,42,traffic
15620,Tuesday,30,8,18,traffic
15621,Tuesday,30,8,40,traffic
15622,Tuesday,30,8,55,traffic
15623,Tuesday,31,8,10,traffic
15624,Tuesday,31,8,25,traffic
15626,Tuesday,32,8,6,traffic
15627,Tuesday,32,8,9,traffic
15628,Tuesday,32,8,29,traffic
15630,Tuesday,32,8,53,traffic
15631,Tuesday,33,8,9,traffic
15633,Tuesday,33,8,49,traffic
15635,Tuesday,34,8,21,traffic
15636,Tuesday,34,8,33,traffic
15639,Tuesday,34,8,50,traffic
15640,Tuesday,35,8,4,traffic
15641,Tuesday,35,8,7,traffic
15642,Tuesday,35,8,35,traffic
15643,Tuesday,35,8,39,traffic
15644,Tuesday,35,8,45,traffic
15646,Tuesday,36,8,8,traffic
15647,Tuesday,36,8,17,traffic
15648,Tuesday,36,8,46,traffic
15649,Tuesday,36,8,58,traffic
15650,Tuesday,37,8,12,traffic
15651,Tuesday,37,8,39,traffic
15652,Tuesday,38,8,8,traffic
15655,Tuesday,39,8,8,traffic
15656,Tuesday,39,8,36,traffic
15658,Tuesday,40,8,25,traffic
15659,Tuesday,40,8,35,traffic
15661,Tuesday,41,8,10,traffic
15662,Tuesday,41,8,37,traffic
15663,Tuesday,41,8,50,traffic
15664,Tuesday,42,8,14,traffic
15665,Tuesday,42,8,41,traffic
15666,Tuesday,43,8,9,traffic
15667,Tuesday,43,8,31,traffic
15668,Tuesday,43,8,49,traffic
15669,Tuesday,43,8,54,traffic
15670,Tuesday,43,8,56,traffic
15671,Tuesday,43,8,58,traffic
15672,Tuesday,44,8,24,traffic
15673,Tuesday,44,8,44,traffic
15674,Tuesday,44,8,54,traffic
15676,Tuesday,45,8,12,traffic
15677,Tuesday,45,8,19,traffic
15679,Tuesday,45,8,49,traffic
15680,Tuesday,45,8,56,traffic
15681,Tuesday,46,8,0,traffic
15683,Tuesday,46,8,10,traffic
15684,Tuesday,46,8,20,traffic
15685,Tuesday,46,8,48,traffic
15687,Tuesday,47,8,31,traffic
15688,Tuesday,47,8,39,traffic
15689,Tuesday,47,8,52,traffic
15690,Tuesday,47,8,57,traffic
15692,Tuesday,48,8,12,traffic
15693,Tuesday,48,8,23,traffic
15694,Tuesday,48,8,45,traffic
15697,Tuesday,49,8,33,traffic
15699,Tuesday,49,8,43,traffic
15700,Tuesday,50,8,11,traffic
15701,Tuesday,50,8,20,traffic
15703,Tuesday,50,8,44,traffic
15705,Tuesday,51,8,20,traffic
15706,Tuesday,51,8,48,traffic
15707,Tuesday,51,8,55,traffic
15710,Tuesday,52,8,49,traffic
15711,Tuesday,53,8,16,traffic
15715,Tuesday,53,8,58,traffic
15716,Tuesday,54,8,13,traffic
15717,Tuesday,54,8,41,traffic
15718,Tuesday,54,8,47,traffic
15719,Tuesday,55,8,15,traffic
15721,Tuesday,55,8,52,traffic
15722,Tuesday,56,8,18,traffic
15723,Tuesday,56,8,36,traffic
15724,Tuesday,56,8,59,traffic
15725,Tuesday,57,8,21,traffic
15726,Tuesday,57,8,24,traffic
15727,Tuesday,57,8,27,traffic
15729,Tuesday,57,8,57,traffic
15731,Tuesday,58,8,27,traffic
15733,Tuesday,58,8,49,traffic
15734,Tuesday,58,8,52,traffic
15736,Tuesday,59,8,23,traffic
15738,Tuesday,0,9,3,traffic
15739,Tuesday,0,9,12,traffic
15740,Tuesday,0,9,23,traffic
15741,Tuesday,0,9,33,traffic
15742,Tuesday,0,9,48,traffic
15743,Tuesday,1,9,12,traffic
15744,Tuesday,1,9,38,traffic
15745,Tuesday,2,9,2,traffic
15746,Tuesday,2,9,31,traffic
15747,Tuesday,2,9,32,traffic
15748,Tuesday,2,9,59,traffic
15750,Tuesday,3,9,4,traffic
15752,Tuesday,3,9,13,traffic
15753,Tuesday,3,9,34,traffic
15754,Tuesday,3,9,54,traffic
15755,Tuesday,3,9,56,traffic
15756,Tuesday,4,9,10,traffic
15757,Tuesday,4,9,37,traffic
15758,Tuesday,5,9,2,traffic
15761,Tuesday,5,9,19,traffic
15762,Tuesday,5,9,37,traffic
15763,Tuesday,5,9,48,traffic
15764,Tuesday,5,9,52,traffic
15766,Tuesday,6,9,0,traffic
15767,Tuesday,6,9,25,traffic
15769,Tuesday,7,9,4,traffic
15770,Tuesday,7,9,27,traffic
15771,Tuesday,7,9,45,traffic
15773,Tuesday,7,9,59,traffic
15774,Tuesday,8,9,6,traffic
15775,Tuesday,8,9,29,traffic
15776,Tuesday,8,9,40,traffic
15777,Tuesday,8,9,41,traffic
15778,Tuesday,8,9,43,traffic
15779,Tuesday,8,9,56,traffic
15781,Tuesday,9,9,23,traffic
15783,Tuesday,10,9,14,traffic
15784,Tuesday,10,9,22,traffic
15785,Tuesday,10,9,39,traffic
15786,Tuesday,10,9,58,traffic
15787,Tuesday,11,9,17,traffic
15788,Tuesday,11,9,41,traffic
15790,Tuesday,12,9,29,traffic
15791,Tuesday,12,9,48,traffic
15792,Tuesday,13,9,7,traffic
15793,Tuesday,13,9,32,traffic
15794,Tuesday,14,9,0,traffic
15795,Tuesday,14,9,12,traffic
15796,Tuesday,14,9,13,traffic
15798,Tuesday,14,9,38,traffic
15799,Tuesday,15,9,1,traffic
15800,Tuesday,15,9,6,traffic
15801,Tuesday,15,9,34,traffic
15803,Tuesday,16,9,7,traffic
15804,Tuesday,16,9,11,traffic
15805,Tuesday,16,9,39,traffic
15806,Tuesday,16,9,42,traffic
15807,Tuesday,16,9,43,traffic
15810,Tuesday,17,9,38,traffic
15812,Tuesday,17,9,59,traffic
15813,Tuesday,18,9,22,traffic
15814,Tuesday,18,9,23,traffic
15815,Tuesday,18,9,26,traffic
15816,Tuesday,18,9,49,traffic
15817,Tuesday,18,9,52,traffic
15818,Tuesday,19,9,17,traffic
15819,Tuesday,19,9,44,traffic
15820,Tuesday,20,9,6,traffic
15821,Tuesday,20,9,25,traffic
15823,Tuesday,20,9,29,traffic
15824,Tuesday,20,9,30,traffic
15826,Tuesday,20,9,58,traffic
15827,Tuesday,21,9,13,traffic
15828,Tuesday,21,9,22,traffic
15830,Tuesday,21,9,48,traffic
15831,Tuesday,22,9,16,traffic
15832,Tuesday,22,9,44,traffic
15833,Tuesday,23,9,6,traffic
15835,Tuesday,23,9,27,traffic
15837,Tuesday,23,9,35,traffic
15839,Tuesday,24,9,22,traffic
15840,Tuesday,24,9,38,traffic
15842,Tuesday,24,9,57,traffic
15843,Tuesday,25,9,7,traffic
15844,Tuesday,25,9,11,traffic
15845,Tuesday,25,9,19,traffic
15846,Tuesday,25,9,47,traffic
15847,Tuesday,25,9,51,traffic
15849,Tuesday,26,9,15,traffic
15850,Tuesday,26,9,27,traffic
15851,Tuesday,26,9,51,traffic
15852,Tuesday,26,9,57,traffic
15853,Tuesday,27,9,8,traffic
15854,Tuesday,27,9,26,traffic
15856,Tuesday,28,9,10,traffic
15857,Tuesday,28,9,15,traffic
15858,Tuesday,28,9,20,traffic
15860,Tuesday,28,9,55,traffic
15861,Tuesday,29,9,1,traffic
15862,Tuesday,29,9,4,traffic
15863,Tuesday,29,9,28,traffic
15864,Tuesday,29,9,29,traffic
15865,Tuesday,29,9,48,traffic
15866,Tuesday,30,9,0,traffic
15868,Tuesday,30,9,21,traffic
15871,Tuesday,30,9,55,traffic
15872,Tuesday,31,9,3,traffic
15873,Tuesday,31,9,7,traffic
15874,Tuesday,31,9,15,traffic
15875,Tuesday,31,9,44,traffic
15876,Tuesday,32,9,12,traffic
15877,Tuesday,32,9,28,traffic
15878,Tuesday,32,9,52,traffic
15879,Tuesday,33,9,12,traffic
15880,Tuesday,33,9,34,traffic
15881,Tuesday,33,9,36,traffic
15883,Tuesday,34,9,22,traffic
15884,Tuesday,34,9,38,traffic
15885,Tuesday,35,9,4,traffic
15886,Tuesday,35,9,25,traffic
15887,Tuesday,35,9,48,traffic
15888,Tuesday,35,9,58,traffic
15889,Tuesday,36,9,20,traffic
15890,Tuesday,36,9,42,traffic
15891,Tuesday,36,9,44,traffic
15892,Tuesday,37,9,4,traffic
15894,Tuesday,37,9,21,traffic
15895,Tuesday,37,9,23,traffic
15896,Tuesday,37,9,49,traffic
15897,Tuesday,37,9,53,traffic
15898,Tuesday,38,9,17,traffic
15899,Tuesday,38,9,33,traffic
15900,Tuesday,38,9,55,traffic
15901,Tuesday,39,9,15,traffic
15902,Tuesday,39,9,40,traffic
15903,Tuesday,39,9,47,traffic
15904,Tuesday,40,9,10,traffic
15905,Tuesday,40,9,32,traffic
15906,Tuesday,40,9,42,traffic
15907,Tuesday,40,9,56,traffic
15908,Tuesday,41,9,16,traffic
15910,Tuesday,41,9,44,traffic
15911,Tuesday,41,9,49,traffic
15912,Tuesday,42,9,5,traffic
15913,Tuesday,42,9,11,traffic
15914,Tuesday,42,9,39,traffic
15915,Tuesday,42,9,54,traffic
15916,Tuesday,43,9,22,traffic
15917,Tuesday,43,9,31,traffic
15919,Tuesday,43,9,38,traffic
15920,Tuesday,43,9,59,traffic
15923,Tuesday,44,9,28,traffic
15924,Tuesday,44,9,47,traffic
15925,Tuesday,45,9,0,traffic
15927,Tuesday,45,9,26,traffic
15928,Tuesday,45,9,50,traffic
15929,Tuesday,46,9,13,traffic
15930,Tuesday,46,9,29,traffic
15931,Tuesday,46,9,50,traffic
15932,Tuesday,47,9,8,traffic
15933,Tuesday,47,9,35,traffic
15934,Tuesday,48,9,2,traffic
15937,Tuesday,48,9,20,traffic
15938,Tuesday,48,9,46,traffic
15939,Tuesday,48,9,48,traffic
15940,Tuesday,49,9,13,traffic
15941,Tuesday,49,9,39,traffic
15942,Tuesday,50,9,5,traffic
15945,Tuesday,50,9,48,traffic
15946,Tuesday,51,9,9,traffic
15947,Tuesday,51,9,26,traffic
15948,Tuesday,51,9,42,traffic
15949,Tuesday,51,9,47,traffic
15950,Tuesday,52,9,6,traffic
15951,Tuesday,52,9,31,traffic
15952,Tuesday,52,9,58,traffic
15953,Tuesday,53,9,22,traffic
15954,Tuesday,53,9,31,traffic
15958,Tuesday,54,9,51,traffic
15959,Tuesday,54,9,55,traffic
15960,Tuesday,55,9,21,traffic
15961,Tuesday,55,9,32,traffic
15964,Tuesday,56,9,18,traffic
15965,Tuesday,56,9,31,traffic
15967,Tuesday,57,9,18,traffic
15968,Tuesday,57,9,46,traffic
15969,Tuesday,57,9,53,traffic
15970,Tuesday,58,9,1,traffic
15971,Tuesday,58,9,29,traffic
15972,Tuesday,58,9,31,traffic
15973,Tuesday,58,9,55,traffic
15974,Tuesday,59,9,1,traffic
15975,Tuesday,59,9,16,traffic
15977,Tuesday,59,9,44,traffic
15978,Tuesday,0,8,6,traffic
15980,Tuesday,0,8,44,traffic
15981,Tuesday,1,8,4,traffic
15982,Tuesday,1,8,26,traffic
15983,Tuesday,1,8,29,traffic
15985,Tuesday,1,8,44,traffic
15986,Tuesday,1,8,54,traffic
15987,Tuesday,2,8,14,traffic
15988,Tuesday,2,8,25,traffic
15989,Tuesday,2,8,41,traffic
15990,Tuesday,2,8,53,traffic
15991,Tuesday,2,8,55,traffic
15992,Tuesday,3,8,0,traffic
15993,Tuesday,3,8,3,traffic
15994,Tuesday,3,8,30,traffic
15995,Tuesday,3,8,43,traffic
15996,Tuesday,4,8,1,traffic
15998,Tuesday,4,8,37,traffic
15999,Tuesday,4,8,45,traffic
16000,Tuesday,5,8,8,traffic
16001,Tuesday,5,8,9,traffic
16002,Tuesday,5,8,14,traffic
16003,Tuesday,5,8,22,traffic
16004,Tuesday,5,8,51,traffic
16005,Tuesday,5,8,52,traffic
16006,Tuesday,6,8,12,traffic
16008,Tuesday,0,12,7,traffic
16009,Tuesday,0,12,35,traffic
16010,Tuesday,0,12,56,traffic
16011,Tuesday,1,12,8,traffic
16012,Tuesday,1,12,36,traffic
16013,Tuesday,2,12,2,traffic
16014,Tuesday,2,12,20,traffic
16016,Tuesday,2,12,45,traffic
16017,Tuesday,3,12,4,traffic
16018,Tuesday,3,12,11,traffic
16019,Tuesday,3,12,30,traffic
16020,Tuesday,3,12,54,traffic
16021,Tuesday,4,12,13,traffic
16023,Tuesday,4,12,27,traffic
16024,Tuesday,4,12,48,traffic
16025,Tuesday,5,12,16,traffic
16026,Tuesday,5,12,45,traffic
16027,Tuesday,6,12,8,traffic
16028,Tuesday,6,12,34,traffic
16029,Tuesday,6,12,49,traffic
16030,Tuesday,7,12,12,traffic
16031,Tuesday,7,12,21,traffic
16032,Tuesday,7,12,30,traffic
16033,Tuesday,7,12,45,traffic
16034,Tuesday,8,12,2,traffic
16035,Tuesday,8,12,19,traffic
16036,Tuesday,8,12,24,traffic
16037,Tuesday,8,12,27,traffic
16038,Tuesday,8,12,46,traffic
16039,Tuesday,9,12,5,traffic
16040,Tuesday,9,12,26,traffic
16041,Tuesday,9,12,36,traffic
16042,Tuesday,9,12,56,traffic
16043,Tuesday,10,12,17,traffic
16044,Tuesday,10,12,46,traffic
16045,Tuesday,11,12,4,traffic
16046,Tuesday,11,12,22,traffic
16047,Tuesday,11,12,39,traffic
16048,Tuesday,11,12,41,traffic
16049,Tuesday,11,12,49,traffic
16050,Tuesday,12,12,11,traffic
16051,Tuesday,12,12,29,traffic
16052,Tuesday,12,12,32,traffic
16053,Tuesday,12,12,45,traffic
16054,Tuesday,12,12,49,traffic
16055,Tuesday,13,12,18,traffic
16056,Tuesday,13,12,40,traffic
16057,Tuesday,13,12,59,traffic
16058,Tuesday,14,12,7,traffic
16060,Tuesday,14,12,27,traffic
16061,Tuesday,14,12,40,traffic
16062,Tuesday,14,12,53,traffic
16063,Tuesday,14,12,54,traffic
16064,Tuesday,15,12,17,traffic
16065,Tuesday,15,12,29,traffic
16066,Tuesday,15,12,48,traffic
16067,Tuesday,16,12,15,traffic
16068,Tuesday,16,12,25,traffic
16069,Tuesday,16,12,36,traffic
16070,Tuesday,16,12,50,traffic
16071,Tuesday,16,12,53,traffic
16072,Tuesday,17,12,12,traffic
16073,Tuesday,17,12,35,traffic
16074,Tuesday,17,12,57,traffic
16075,Tuesday,18,12,13,traffic
16076,Tuesday,18,12,34,traffic
16077,Tuesday,18,12,56,traffic
16078,Tuesday,19,12,23,traffic
16079,Tuesday,19,12,40,traffic
16080,Tuesday,19,12,56,traffic
16081,Tuesday,20,12,7,traffic
16083,Tuesday,20,12,10,traffic
16084,Tuesday,20,12,11,traffic
16085,Tuesday,20,12,19,traffic
16086,Tuesday,20,12,29,traffic
16087,Tuesday,20,12,54,traffic
16088,Tuesday,21,12,23,traffic
16089,Tuesday,21,12,51,traffic
16090,Tuesday,22,12,4,traffic
16092,Tuesday,22,12,11,traffic
16094,Tuesday,22,12,14,traffic
16095,Tuesday,22,12,25,traffic
16097,Tuesday,22,12,35,traffic
16098,Tuesday,22,12,40,traffic
16099,Tuesday,22,12,46,traffic
16100,Tuesday,23,12,7,traffic
16101,Tuesday,23,12,26,traffic
16102,Tuesday,23,12,28,traffic
16103,Tuesday,23,12,55,traffic
16104,Tuesday,24,12,17,traffic
16105,Tuesday,24,12,41,traffic
16106,Tuesday,24,12,44,traffic
16107,Tuesday,24,12,47,traffic
16108,Tuesday,25,12,12,traffic
16109,Tuesday,25,12,33,traffic
16111,Tuesday,25,12,49,traffic
16112,Tuesday,26,12,2,traffic
16113,Tuesday,26,12,4,traffic
16114,Tuesday,26,12,16,traffic
16115,Tuesday,26,12,30,traffic
16116,Tuesday,26,12,55,traffic
16117,Tuesday,27,12,6,traffic
16118,Tuesday,27,12,7,traffic
16119,Tuesday,27,12,20,traffic
16120,Tuesday,27,12,37,traffic
16121,Tuesday,27,12,57,traffic
16122,Tuesday,28,12,6,traffic
16123,Tuesday,28,12,31,traffic
16124,Tuesday,28,12,40,traffic
16126,Tuesday,28,12,54,traffic
16127,Tuesday,29,12,20,traffic
16128,Tuesday,29,12,39,traffic
16129,Tuesday,29,12,58,traffic
16130,Tuesday,30,12,5,traffic
16131,Tuesday,30,12,13,traffic
16132,Tuesday,30,12,31,traffic
16133,Tuesday,30,12,45,traffic
16134,Tuesday,31,12,8,traffic
16135,Tuesday,31,12,36,traffic
16136,Tuesday,32,12,5,traffic
16137,Tuesday,32,12,22,traffic
16138,Tuesday,32,12,25,traffic
16139,Tuesday,32,12,46,traffic
16140,Tuesday,33,12,7,traffic
16141,Tuesday,33,12,10,traffic
16142,Tuesday,33,12,23,traffic
16143,Tuesday,33,12,49,traffic
16144,Tuesday,33,12,51,traffic
16145,Tuesday,34,12,2,traffic
16146,Tuesday,34,12,26,traffic
16147,Tuesday,34,12,28,traffic
16148,Tuesday,34,12,35,traffic
16149,Tuesday,34,12,55,traffic
16150,Tuesday,34,12,56,traffic
16151,Tuesday,35,12,9,traffic
16152,Tuesday,35,12,30,traffic
16153,Tuesday,35,12,52,traffic
16154,Tuesday,36,12,7,traffic
16155,Tuesday,36,12,17,traffic
16156,Tuesday,36,12,29,traffic
16157,Tuesday,36,12,39,traffic
16158,Tuesday,36,12,57,traffic
16159,Tuesday,37,12,12,traffic
16160,Tuesday,37,12,16,traffic
16161,Tuesday,37,12,22,traffic
16162,Tuesday,37,12,29,traffic
16163,Tuesday,37,12,55,traffic
16164,Tuesday,38,12,4,traffic
16165,Tuesday,38,12,25,traffic
16166,Tuesday,38,12,38,traffic
16167,Tuesday,38,12,39,traffic
16168,Tuesday,38,12,50,traffic
16169,Tuesday,39,12,8,traffic
16170,Tuesday,39,12,34,traffic
16171,Tuesday,39,12,59,traffic
16172,Tuesday,40,12,8,traffic
16173,Tuesday,40,12,32,traffic
16174,Tuesday,40,12,39,traffic
16175,Tuesday,41,12,5,traffic
16176,Tuesday,41,12,13,traffic
16177,Tuesday,41,12,16,traffic
16178,Tuesday,41,12,43,traffic
16179,Tuesday,41,12,52,traffic
16180,Tuesday,42,12,14,traffic
16181,Tuesday,42,12,16,traffic
16182,Tuesday,42,12,41,traffic
16183,Tuesday,42,12,46,traffic
16184,Tuesday,43,12,9,traffic
16185,Tuesday,43,12,26,traffic
16186,Tuesday,43,12,35,traffic
16187,Tuesday,44,12,3,traffic
16188,Tuesday,44,12,4,traffic
16189,Tuesday,44,12,18,traffic
16190,Tuesday,44,12,33,traffic
16191,Tuesday,44,12,34,traffic
16192,Tuesday,44,12,40,traffic
16193,Tuesday,45,12,9,traffic
16194,Tuesday,45,12,24,traffic
16195,Tuesday,45,12,49,traffic
16196,Tuesday,46,12,1,traffic
16197,Tuesday,46,12,9,traffic
16198,Tuesday,46,12,15,traffic
16199,Tuesday,46,12,28,traffic
16200,Tuesday,46,12,40,traffic
16201,Tuesday,46,12,59,traffic
16202,Tuesday,47,12,5,traffic
16203,Tuesday,47,12,8,traffic
16204,Tuesday,47,12,15,traffic
16205,Tuesday,47,12,42,traffic
16206,Tuesday,47,12,46,traffic
16207,Tuesday,47,12,49,traffic
16208,Tuesday,47,12,57,traffic
16209,Tuesday,48,12,8,traffic
16210,Tuesday,48,12,23,traffic
16211,Tuesday,48,12,49,traffic
